3.4553,3.5246,5.5244,6.0998,5.3225,5.5981,6.4050,7.3431,8.1436,6.6232,7.5612,6.2165,5.7620,5.4578,5.9087,6.0028,6.4428,7.7132,7.4060,8.3070,10.7367,11.8403,11.1387,3.8936,1.2967,0.6611,0.4302,0.3197,0.2617,0.2437,0.2376,0.2353,0.4615,0.2122,0.2334,0.2751,0.2770
0.7734,0.7444,0.9493,1.0924,1.1259,1.0001,1.0014,1.1005,1.1311,1.0445,1.0360,0.9897,1.0916,0.9993,0.9777,0.9645,1.0560,0.9628,1.1476,1.2052,1.2463,1.0686,0.9575,0.8797,0.7816,0.8425,0.2473,0.1751,0.1525,0.1424,0.1355,0.1293,0.1542,0.1339,0.1371,0.1257,0.1291
0.7458,0.7560,0.9893,1.1008,1.1381,0.9397,0.9563,0.9864,1.0680,0.9684,1.1065,1.0913,1.1645,0.9755,0.9526,0.9137,0.9965,1.0015,0.9771,1.0534,1.1204,0.9577,0.8637,0.7145,0.7394,0.7118,0.2372,0.1523,0.1223,0.1098,0.0998,0.1068,0.1270,0.1068,0.1075,0.1021,0.1058
0.5191,0.5139,0.7392,0.8328,0.7632,0.6944,0.7694,0.8591,0.8604,0.7843,0.7991,0.7619,0.7664,0.7427,0.7733,0.7520,0.7972,0.8514,0.8491,0.9536,1.1192,1.0660,1.0143,0.8066,0.5933,0.7057,0.5881,0.3539,0.1901,0.1106,0.0935,0.0911,0.1087,0.0913,0.0930,0.0911,0.0877
0.2504,0.2451,0.3315,0.3654,0.3721,0.3479,0.3357,0.2979,0.3185,0.3109,0.3555,0.3357,0.3798,0.3402,0.3352,0.3288,0.3457,0.3470,0.3544,0.4059,0.4492,0.3847,0.3232,0.2958,0.3926,0.3945,0.2175,0.0902,0.0481,0.0391,0.0378,0.0341,0.0439,0.0381,0.0392,0.0356,0.0331
0.3304,0.3064,0.4404,0.4870,0.4718,0.4033,0.4212,0.4487,0.4903,0.4494,0.5065,0.5280,0.5683,0.5478,0.5116,0.4957,0.5180,0.5245,0.5283,0.5964,0.6770,0.6215,0.5829,0.5276,0.4447,0.6090,0.2005,0.0920,0.0804,0.0733,0.0691,0.0705,0.0927,0.0747,0.0703,0.0716,0.0726
0.6023,0.5763,0.8377,0.9689,0.9382,0.8952,0.9937,1.0431,1.2145,1.0861,1.0935,0.9924,0.9155,0.8829,0.9407,0.9490,1.0099,1.0639,1.0772,1.2081,1.4150,1.3009,1.1929,0.9798,0.8882,1.1044,0.3964,0.1864,0.1581,0.1419,0.1371,0.1308,0.1543,0.1362,0.1386,0.1369,0.1424
0.4477,0.3379,0.5855,0.7447,0.8039,0.7074,0.6320,0.6388,0.6321,0.5766,0.6042,0.5979,0.6384,0.5644,0.5229,0.5677,0.5885,0.6038,0.5988,0.6036,0.5956,0.5537,0.4826,0.3404,0.1959,0.1325,0.0819,0.0706,0.0661,0.0640,0.0543,0.0527,0.0626,0.0517,0.0480,0.0443,0.0446
0.4703,0.3868,0.7058,0.7948,0.7617,0.7369,0.7428,0.8068,0.8687,0.7528,0.7417,0.6874,0.7019,0.6403,0.6185,0.6196,0.6690,0.7381,0.7413,0.7714,0.8440,0.8025,0.7730,0.6313,0.3747,0.3501,0.1464,0.0884,0.0792,0.0782,0.0704,0.0668,0.0771,0.0638,0.0599,0.0585,0.0620
0.4408,0.4378,0.6662,0.7759,0.8038,0.7213,0.7160,0.7208,0.7697,0.6906,0.7490,0.6868,0.6708,0.6382,0.6615,0.6529,0.7030,0.8096,0.8046,0.8958,1.0331,0.9905,0.9116,0.7193,0.4841,0.2489,0.1340,0.1114,0.1053,0.1020,0.0965,0.1012,0.1279,0.1058,0.1094,0.0921,0.1037
0.3543,0.3415,0.4717,0.5584,0.6288,0.5722,0.5303,0.5683,0.6057,0.5743,0.5678,0.5467,0.5610,0.4927,0.5114,0.5174,0.5575,0.5735,0.5773,0.6257,0.7018,0.6102,0.5420,0.4323,0.3806,0.4456,0.2270,0.0998,0.0793,0.0800,0.0728,0.0719,0.0827,0.0713,0.0690,0.0631,0.0691
0.2726,0.2601,0.3971,0.4623,0.4347,0.4168,0.4750,0.5606,0.6144,0.5302,0.5231,0.4855,0.4462,0.4293,0.4418,0.4244,0.4493,0.4786,0.4931,0.5353,0.6312,0.6218,0.6170,0.5171,0.3281,0.1754,0.1117,0.0800,0.0759,0.0750,0.0764,0.0786,0.1153,0.0746,0.0683,0.0667,0.0654
0.2154,0.1998,0.3130,0.3556,0.2911,0.2527,0.2560,0.2785,0.2950,0.2732,0.3186,0.3468,0.3361,0.3166,0.3176,0.3266,0.3439,0.3581,0.3784,0.4112,0.4381,0.3933,0.3276,0.2696,0.2143,0.1387,0.0674,0.0460,0.0450,0.0409,0.0388,0.0379,0.0469,0.0417,0.0424,0.0418,0.0417
0.3216,0.2791,0.4462,0.5031,0.4465,0.4475,0.4819,0.4920,0.5323,0.5097,0.5034,0.4953,0.4618,0.4624,0.4750,0.4768,0.5135,0.5443,0.5718,0.5969,0.7047,0.6266,0.5951,0.4901,0.4282,0.4239,0.2001,0.1540,0.1359,0.1302,0.1227,0.1223,0.1617,0.1299,0.1251,0.1200,0.1154
0.1498,0.1172,0.1898,0.2081,0.2056,0.1783,0.1883,0.1999,0.2395,0.2180,0.2472,0.2380,0.2452,0.2421,0.2419,0.2455,0.2788,0.2864,0.2889,0.3225,0.3832,0.3431,0.3019,0.2302,0.1764,0.0880,0.0635,0.0533,0.0518,0.0526,0.0483,0.0485,0.0557,0.0500,0.0550,0.0496,0.0528
0.1506,0.1328,0.2220,0.2843,0.2217,0.1911,0.1923,0.2072,0.2194,0.2031,0.2244,0.2265,0.2310,0.2290,0.2147,0.2226,0.2272,0.2576,0.2638,0.2839,0.3067,0.2772,0.2446,0.2087,0.1576,0.1591,0.0645,0.0465,0.0433,0.0391,0.0376,0.0368,0.0435,0.0366,0.0390,0.0355,0.0379
0.0198,0.0174,0.0338,0.0312,0.0368,0.0302,0.0289,0.0339,0.0364,0.0366,0.0364,0.0387,0.0355,0.0359,0.0374,0.0373,0.0360,0.0389,0.0374,0.0462,0.0563,0.0570,0.0438,0.0270,0.0127,0.0073,0.0049,0.0044,0.0038,0.0039,0.0040,0.0040,0.0050,0.0046,0.0042,0.0040,0.0043
1.3215,1.7586,2.2551,2.5999,2.6215,2.9368,3.3493,4.2854,5.8612,4.2333,5.1255,5.2186,5.3834,5.6613,6.0144,5.5677,5.2336,4.4997,3.7064,3.1680,2.9899,2.0385,1.5755,1.2019,0.6287,0.6305,0.7375,0.7022,0.6420,0.6845,0.6709,0.5505,0.5553,0.4385,0.2365,0.1454,0.1010
3.6992,3.6350,6.0384,6.5074,6.2400,6.3494,6.3896,7.1126,8.0774,6.7554,7.7235,7.0719,6.9175,6.7355,7.4485,7.8382,8.7369,10.2812,10.0298,10.4408,12.0842,10.9652,10.1880,7.5097,3.7406,2.6564,1.8712,1.2820,0.9472,0.8347,0.7116,0.6162,0.6445,0.5112,0.3777,0.3286,0.2875
0.9146,1.0542,1.4947,1.6715,1.6233,1.6909,1.7898,2.1931,2.9872,2.4946,2.6052,2.5611,2.8166,3.1972,3.4649,3.3599,3.2481,3.1419,2.8255,2.6215,2.4985,1.6214,1.1792,0.8943,0.5955,0.6382,0.6881,0.5491,0.4602,0.4594,0.3869,0.3369,0.3909,0.3376,0.1842,0.1280,0.0963
1.8241,2.0882,2.8624,3.1231,3.0767,3.1417,3.2356,3.7267,4.5958,3.7057,4.0820,4.0041,4.0984,4.4426,5.1306,5.5224,6.1703,7.0925,7.2542,7.3507,7.9488,6.0541,4.6987,3.5889,1.8310,1.2806,0.9292,0.6778,0.5395,0.4745,0.4054,0.3366,0.3543,0.3015,0.2144,0.1880,0.1668
6.5575,5.8599,9.6199,10.9588,9.3482,9.4633,8.9372,9.4871,11.4669,9.4892,13.0937,12.2929,11.4271,10.7606,12.4544,15.1404,18.0622,24.5303,25.8973,25.4825,27.1717,21.8942,17.7825,13.1922,5.6491,3.6040,2.5287,1.8767,1.6067,1.5246,1.3768,1.3243,1.4255,1.5129,1.2313,1.0957,1.1121
7.4174,6.9392,12.0129,13.4684,12.0473,12.1762,12.5962,13.6678,15.9325,13.2870,15.9347,14.6374,13.7923,13.1729,14.2507,16.1086,17.5868,20.5716,19.3821,19.1640,22.0309,19.6358,17.2143,13.2809,6.6211,4.7246,3.4174,2.4631,1.9887,1.8080,1.6380,1.6049,1.7877,1.6142,1.3366,1.3267,1.3087
4.8010,3.5529,5.7251,7.0044,7.0598,7.0352,6.6334,7.0733,8.4544,7.2527,8.3362,8.2642,8.3643,8.0012,8.9357,10.8729,11.4108,11.7282,11.7378,11.5426,11.8547,9.0551,7.0453,5.2993,2.8280,2.3750,1.6495,1.2339,1.0327,0.9843,0.8887,0.8769,0.9721,0.9350,0.6806,0.6832,0.6900
0.7769,0.7725,1.1242,1.2905,1.1082,1.0183,1.0858,1.2075,1.3039,1.2179,1.2748,1.1573,1.1233,1.0850,1.1351,1.0189,1.0606,1.0527,1.1555,1.2153,1.3732,1.1784,1.0971,0.9933,0.6518,1.1820,1.3574,1.0320,0.9162,0.8389,0.7331,0.4733,0.5057,0.3343,0.2313,0.2222,0.2262
3.9559,4.2131,6.7993,7.8328,6.7430,6.1650,6.3085,7.9578,8.8244,7.3985,7.9618,6.5526,6.0622,5.8280,6.1578,6.6596,7.9284,8.2718,8.8591,9.7225,11.9092,12.3806,12.2844,9.9839,4.3567,2.4404,1.3907,1.0416,0.8220,0.7537,0.6559,0.5950,0.7324,0.5672,0.4632,0.4195,0.3669
0.6191,0.5817,0.7876,0.9182,0.8958,0.8236,0.8830,0.9508,1.0366,0.9268,1.0173,0.9400,0.9448,0.8992,0.9252,0.8204,0.7965,0.8648,1.0007,0.9824,1.1250,1.0019,0.9268,0.7169,0.9332,1.5391,1.1934,1.0605,0.8671,0.7769,0.6505,0.4260,0.4272,0.3150,0.2373,0.2367,0.2552
0.9914,0.9083,1.3862,1.6533,1.3770,1.2276,1.1047,1.3600,1.4095,1.4317,1.5017,1.4259,1.4060,1.3636,1.4148,1.3030,1.3422,1.4086,1.5887,1.6179,1.9115,1.5847,1.5709,1.1492,1.0010,1.9457,1.8546,1.4059,1.2421,1.2822,1.1703,0.8612,1.0970,0.8514,0.6021,0.5616,0.5871
0.7107,0.5965,0.9571,1.1499,1.0197,0.9477,0.9815,1.1569,1.2126,1.1365,1.1439,1.0266,1.0429,1.0694,1.1260,1.0289,1.0753,1.1686,1.2103,1.2702,1.4746,1.2965,1.2287,0.9343,0.7592,1.2998,1.2311,1.0027,0.8965,0.8560,0.7999,0.5572,0.6797,0.5086,0.3847,0.3447,0.3055
3.1258,3.2812,5.1787,6.0508,5.9005,5.7361,5.8210,5.8772,6.2062,5.3290,6.4226,5.8846,5.7009,5.2532,5.4064,5.5528,6.0885,7.6752,7.2179,7.6179,9.7014,10.4539,10.7064,7.2509,4.0995,3.1474,2.1722,1.7084,1.4005,1.2270,1.0407,0.9329,1.0636,0.8582,0.7242,0.7578,0.7598
0.7123,0.6916,0.9461,1.0945,1.1716,1.0954,1.1209,1.1353,1.2020,1.1428,1.1158,1.0455,1.0654,0.9556,0.9649,0.9444,1.0373,1.0469,1.1081,1.1450,1.3073,1.1849,1.1156,0.9932,0.7193,1.0761,1.1446,0.9808,0.8812,0.7925,0.5975,0.4635,0.4873,0.3980,0.2988,0.3171,0.3685
0.4942,0.4798,0.7013,0.7973,0.8113,0.8159,0.9765,1.0356,0.9713,0.8814,0.8403,0.7949,0.7622,0.6988,0.7295,0.7154,0.7798,0.8114,0.8636,0.9217,1.0995,1.0521,0.9960,0.9470,0.6416,0.9368,1.1270,1.0221,1.0028,0.9241,0.7544,0.5882,0.6361,0.4810,0.3902,0.4326,0.5500
0.4912,0.4807,0.7156,0.7789,0.7545,0.7160,0.7741,0.8829,0.9444,0.8479,0.8210,0.7494,0.7879,0.7651,0.7879,0.7865,0.8509,0.8197,0.8724,0.9732,1.1375,1.0762,0.9636,0.7432,0.5687,1.0455,1.4731,1.6144,1.6298,1.6184,1.2877,0.9654,1.0892,0.7918,0.4901,0.5784,0.8407
1.4168,1.6762,2.8900,3.3412,2.9132,3.0288,3.2412,3.5140,3.6357,2.9480,3.1272,2.5151,2.3036,2.1337,2.2022,2.2605,2.4719,2.9044,2.6639,2.8367,3.3350,3.4325,3.3536,2.7229,1.4419,1.1044,1.0069,0.7739,0.6585,0.5903,0.5352,0.4313,0.5026,0.3885,0.2875,0.2775,0.2778
0.5748,0.6069,0.9667,1.1160,1.1393,1.0999,1.0699,1.0165,0.9960,0.8847,0.8490,0.7979,0.7829,0.7699,0.8280,0.8789,0.9520,0.9955,0.9954,1.0377,1.1469,1.0501,0.9905,0.8720,0.4695,0.6935,0.8383,0.7473,0.6671,0.6252,0.5400,0.4244,0.4659,0.3237,0.2088,0.2011,0.2319
2.2616,2.3685,3.7575,4.2518,4.0533,3.8055,3.8353,4.1805,4.4282,3.7473,4.0749,3.5177,3.7240,3.5252,3.8520,3.6560,3.8920,4.4942,4.3587,5.0290,6.4594,6.9485,7.7608,5.8359,3.1826,2.7153,1.9193,1.6629,1.3136,1.1337,0.9724,0.9032,1.0848,0.8536,0.6996,0.6731,0.6175
0.8330,0.7498,1.1978,1.3594,1.2213,1.1045,1.1371,1.2254,1.1899,1.1619,1.1855,1.0416,1.1810,1.1479,1.2715,1.1840,1.3098,1.3999,1.4592,1.5430,1.8275,1.7338,1.7571,1.3616,0.9245,1.2105,1.7008,1.7710,1.4077,1.3061,1.2543,0.9581,1.1156,0.8816,0.6466,0.5836,0.5693
2.4478,2.4820,3.6188,4.0647,4.1350,3.9054,3.9891,4.1849,4.5643,3.9712,4.5907,4.2930,4.3447,4.2638,4.7403,4.9558,5.2702,5.9835,6.1875,6.7184,8.1833,8.2913,8.8136,7.6286,4.7465,4.8230,4.5005,3.8086,3.5039,3.0940,2.7997,1.7826,2.2318,1.6388,1.1594,1.0216,1.2089
4.9184,5.2101,8.6023,9.2269,8.8881,8.1249,8.3149,8.9441,10.0211,8.5621,10.8349,9.5139,9.1769,8.5362,9.1496,9.8155,10.3263,12.4731,13.0410,14.6519,19.1284,20.8453,22.6441,18.7029,9.8588,7.3129,5.0434,3.5119,2.6869,2.3397,1.9035,1.6785,1.9393,1.9028,1.6916,1.5612,1.4967
4.1830,4.0392,6.3049,6.9315,6.9173,7.0446,6.7030,7.1668,8.3570,7.1419,8.1442,8.0105,8.1110,8.0887,8.7194,9.3085,10.2644,12.1497,13.5292,14.1480,16.1913,14.9302,12.8225,9.8829,4.7764,3.2365,2.0620,1.3667,1.0741,0.9217,0.8269,0.7140,0.7997,0.7421,0.5558,0.5368,0.4889
2.7099,2.6096,4.9044,4.9822,4.6527,4.5966,4.6571,5.0388,5.7936,4.9393,5.9570,4.9688,4.9246,4.9873,5.1149,5.1008,5.2394,6.2688,5.9385,6.2712,7.9509,8.5762,9.5042,8.2346,4.1597,2.9503,1.9354,1.2617,0.9240,0.7800,0.6683,0.6205,0.6814,0.6185,0.5097,0.4876,0.4364
5.2982,5.7479,9.9315,9.9292,8.7637,9.2387,9.4933,10.1351,11.6495,10.0427,12.0849,9.9520,9.7406,9.9393,10.7847,11.5334,13.4792,17.1798,17.6831,18.7082,22.5761,21.2782,19.6303,17.0179,7.4295,4.1795,2.8482,1.9215,1.4328,1.2159,1.0532,0.9418,0.9950,0.9314,0.7719,0.6893,0.6315
6.3356,6.8635,13.6755,12.3970,10.3823,10.0851,11.4375,12.5315,14.1157,12.0147,15.5106,11.9133,11.0981,10.8684,11.9396,13.0472,14.4695,17.4288,17.2898,19.6568,23.8548,23.8205,23.9145,18.6437,8.1167,5.3032,3.6684,2.4342,1.8136,1.6062,1.4281,1.2402,1.3715,1.2229,1.0646,0.9951,0.8486
1.1599,1.3773,2.0831,2.1893,2.0953,2.1806,2.3646,2.6799,3.1497,2.5487,3.1388,2.6902,2.5627,2.4690,2.6044,2.8304,3.1149,3.4957,3.3063,3.4769,4.0677,4.0438,3.8191,2.7848,1.3114,1.0506,0.8711,0.6695,0.5458,0.5247,0.4772,0.4313,0.4705,0.4292,0.3251,0.3064,0.2831
4.1500,4.1021,6.5349,7.4995,7.0065,6.3919,6.6149,7.1314,7.8461,6.5178,7.6190,7.1471,6.9272,6.2621,6.1731,6.1994,6.6827,7.6370,7.9096,8.4904,10.4358,11.1734,12.4744,11.0593,5.1815,3.5285,2.4103,1.7533,1.3951,1.2209,1.0599,0.9793,1.1280,1.0763,0.8265,0.7518,0.6580
2.8302,2.8859,4.7581,5.5245,5.1445,4.6594,4.8352,5.4947,6.0152,5.3399,5.6794,5.3388,5.1240,4.5201,4.6872,4.9218,5.0072,5.1489,5.5337,5.9719,7.0128,6.6175,6.4303,5.1361,2.5205,2.0055,1.3992,1.0397,0.8480,0.8409,0.7331,0.6667,0.7267,0.6884,0.5410,0.4882,0.4352
